symbol,date,open,high,low,close,volume,ema,atr,bb_middle,bb_upper,bb_lower,bb_width,volatility,obv,macd_12_26,macd_signal_12_26_9
AAPL,2022-08-15 04:00:00 UTC,171.52,173.39,171.345,,58741635.0,NaN,NaN,,0.0,0.0,NaN,NaN,58741635.0,NaN,NaN
AAPL,2022-08-16 04:00:00 UTC,172.78,173.71,171.6618,,60575237.0,NaN,NaN,,0.0,0.0,NaN,NaN,-1833602.0,NaN,NaN
AAPL,2022-08-17 04:00:00 UTC,172.77,176.15,172.57,,84217231.0,NaN,NaN,,0.0,0.0,NaN,NaN,82383629.0,NaN,NaN
AAPL,2022-08-18 04:00:00 UTC,173.75,174.9,173.12,,66756106.0,NaN,NaN,,0.0,0.0,NaN,NaN,15627523.0,NaN,NaN
AAPL,2022-08-19 04:00:00 UTC,173.03,173.74,171.3101,,79638699.0,NaN,NaN,,0.0,0.0,NaN,NaN,-64011176.0,NaN,NaN
AAPL,2022-08-22 04:00:00 UTC,169.69,169.86,167.135,,76355924.0,NaN,NaN,,0.0,0.0,NaN,NaN,-140367100.0,NaN,NaN
AAPL,2022-08-23 04:00:00 UTC,167.08,168.71,166.65,,58090092.0,NaN,NaN,,0.0,0.0,NaN,NaN,-198457192.0,NaN,NaN
AAPL,2022-08-24 04:00:00 UTC,167.32,168.11,166.245,,58542963.0,NaN,NaN,,0.0,0.0,NaN,NaN,-139914229.0,NaN,NaN
AAPL,2022-08-25 04:00:00 UTC,168.78,170.14,168.35,,56573006.0,NaN,NaN,,0.0,0.0,NaN,NaN,-83341223.0,NaN,NaN
AAPL,2022-08-26 04:00:00 UTC,170.57,171.05,163.56,,90147274.0,NaN,NaN,,0.0,0.0,NaN,NaN,-173488497.0,NaN,NaN
AAPL,2022-08-29 04:00:00 UTC,161.145,162.9,159.82,,78255530.0,NaN,NaN,,0.0,0.0,NaN,NaN,-251744027.0,NaN,NaN
AAPL,2022-08-30 04:00:00 UTC,162.13,162.56,157.72,,82758508.0,NaN,NaN,,0.0,0.0,NaN,NaN,-334502535.0,NaN,NaN
AAPL,2022-08-31 04:00:00 UTC,160.305,160.58,157.14,,104165447.0,NaN,NaN,,0.0,0.0,NaN,NaN,-438667982.0,NaN,NaN
AAPL,2022-09-01 04:00:00 UTC,156.64,158.42,154.67,,79346064.0,NaN,3.3237928571428625,,0.0,0.0,NaN,2.104199073906598,-359321918.0,NaN,NaN
AAPL,2022-09-02 04:00:00 UTC,159.75,160.362,154.965,,83452944.0,NaN,3.4718790816326575,,0.0,0.0,NaN,2.228277441520222,-442774862.0,NaN,NaN
AAPL,2022-09-06 04:00:00 UTC,156.47,157.09,153.69,,78705759.0,NaN,3.4667448615160397,,0.0,0.0,NaN,2.243412192788481,-521480621.0,NaN,NaN
AAPL,2022-09-07 04:00:00 UTC,154.825,156.67,153.61,,94015457.0,NaN,3.437691657122035,,0.0,0.0,NaN,2.2042136811503172,-427465164.0,NaN,NaN
AAPL,2022-09-08 04:00:00 UTC,154.64,156.36,152.68,,91449721.0,NaN,3.454999395899033,,0.0,0.0,NaN,2.2368246768736455,-518914885.0,NaN,NaN
AAPL,2022-09-09 04:00:00 UTC,155.47,157.82,154.75,,74228109.0,NaN,3.448213724763387,,0.0,0.0,NaN,2.191150616231421,-444686776.0,NaN,NaN
AAPL,2022-09-12 04:00:00 UTC,159.59,164.26,159.3,163.9725,112676884.0,163.97250000000003,3.6940556015660015,163.9725,178.34290654298016,149.60209345701983,0.1752782514504586,2.2603289491317393,-332009892.0,NaN,NaN
