Symbol,Timestamp,Open,High,Low,Close,Volume,VWAP
GOOGL,2023-08-21 04:00:00 UTC,127.175,128.725,126.56,128.37,25251273,128.022204
GOOGL,2023-08-22 04:00:00 UTC,128.51,130.278,128.32,129.08,22071182,129.237825
GOOGL,2023-08-23 04:00:00 UTC,130.18,133.41,129.87,132.37,27835973,132.427669
GOOGL,2023-08-24 04:00:00 UTC,133.95,134.25,129.57,129.78,28508133,131.012133
GOOGL,2023-08-25 04:00:00 UTC,129.54,130.76,127.25,129.88,26762891,129.106437
GOOGL,2023-08-28 04:00:00 UTC,131.31,132.54,130.14,131.01,20546889,131.020952
GOOGL,2023-08-29 04:00:00 UTC,132.24,136.57,132.24,134.57,43086326,134.533555
GOOGL,2023-08-30 04:00:00 UTC,134.78,136.275,134.07,135.88,28323517,135.436983
GOOGL,2023-08-31 04:00:00 UTC,136.01,138,135.79,136.17,30057805,136.592078
GOOGL,2023-09-01 04:00:00 UTC,137.455,137.455,134.85,135.66,21543689,135.666513
GOOGL,2023-09-05 04:00:00 UTC,135.44,136.42,134.5801,135.77,19409454,135.581975
GOOGL,2023-09-06 04:00:00 UTC,136.02,136.5299,133.665,134.46,18686416,134.667854
GOOGL,2023-09-07 04:00:00 UTC,133.59,135.58,132.95,135.26,18845656,134.748228
GOOGL,2023-09-08 04:00:00 UTC,134.91,136.66,134.85,136.38,23584190,136.079678
GOOGL,2023-09-11 04:00:00 UTC,136.54,137.48,135.785,136.92,20768556,136.723378
GOOGL,2023-09-12 04:00:00 UTC,136.26,136.8701,135.19,135.34,18409152,135.778838
GOOGL,2023-09-13 04:00:00 UTC,135.09,136.9,134.15,136.71,20750771,135.957504
GOOGL,2023-09-14 04:00:00 UTC,137.6,138.695,136.24,138.1,24756865,137.928622
GOOGL,2023-09-15 04:00:00 UTC,137.98,138.52,136.48,137.4,38919614,137.433514
GOOGL,2023-09-18 04:00:00 UTC,136.61,139.16,136.61,138.21,21863176,138.321299
GOOGL,2023-09-19 04:00:00 UTC,137.42,138.41,136.62,138.04,20356808,137.662292
GOOGL,2023-09-20 04:00:00 UTC,138.08,138.08,133.62,133.74,29933289,135.305304
GOOGL,2023-09-21 04:00:00 UTC,131.44,132.23,130.07,130.44,31508030,130.940779
GOOGL,2023-09-22 04:00:00 UTC,130.76,132.025,129.6,130.25,26397339,130.805957
GOOGL,2023-09-25 04:00:00 UTC,129.83,131.17,128.96,131.11,20096978,130.462578
GOOGL,2023-09-26 04:00:00 UTC,129.77,130.3645,127.22,128.565,25721806,128.308321
GOOGL,2023-09-27 04:00:00 UTC,128.57,130.895,128.57,130.54,22752667,129.834813
GOOGL,2023-09-28 04:00:00 UTC,129.84,133.3,129.79,132.31,22516661,131.937272
GOOGL,2023-09-29 04:00:00 UTC,133.28,134.05,130.36,130.86,30866615,131.6572
GOOGL,2023-10-02 04:00:00 UTC,131.21,134.42,131.17,134.17,22292212,133.375319
GOOGL,2023-10-03 04:00:00 UTC,133.94,134.26,131.84,132.43,22995041,132.684883
GOOGL,2023-10-04 04:00:00 UTC,132.79,135.57,132.53,135.24,26759590,134.627283
GOOGL,2023-10-05 04:00:00 UTC,135.07,135.49,133.45,135.07,19835035,134.810719
GOOGL,2023-10-06 04:00:00 UTC,134.01,138.155,134.01,137.58,27597598,136.918793
GOOGL,2023-10-09 04:00:00 UTC,136.94,138.94,135.61,138.42,19282859,137.859407
