Timestamp,Open,High,Low,Close,Volume,VWAP
2022-08-22 04:00:00 UTC,174.9,175.58,169.66,170.34,43631244,171.891702
2022-08-23 04:00:00 UTC,169.885,174.65,169.7,171.81,38191310,172.389922
2022-08-24 04:00:00 UTC,170.12,174.06,168.95,172.22,53586327,171.900686
2022-08-25 04:00:00 UTC,168.44,179.47,168.33,179.13,79000803,175.722357
2022-08-26 04:00:00 UTC,178.57,179.24,162.37,162.6,80276742,168.653429
2022-08-29 04:00:00 UTC,160.2,163.38,157.67,158.01,51299715,159.662527
2022-08-30 04:00:00 UTC,159.6,160.39,151.82,154.68,55630743,154.774351
2022-08-31 04:00:00 UTC,153.84,155.4,149.5851,150.94,60320751,151.578032
2022-09-01 04:00:00 UTC,142.09,143.8,132.7021,139.37,120756547,137.014189
2022-09-02 04:00:00 UTC,141,141.71,135.91,136.47,76438261,138.369538
2022-09-06 04:00:00 UTC,137.31,137.79,133.51,134.65,56167899,135.496154
2022-09-07 04:00:00 UTC,135.63,138.38,133.46,137.14,53690616,135.97235
2022-09-08 04:00:00 UTC,134.59,140.08,133.69,139.9,64485878,137.83334
2022-09-09 04:00:00 UTC,141.57,144.74,141.26,143.87,50518400,143.426527
2022-09-12 04:00:00 UTC,143.69,145.47,141.98,145.05,50283853,143.855043
2022-09-13 04:00:00 UTC,138.02,139.22,130.99,131.31,75676831,134.104037
2022-09-14 04:00:00 UTC,132.54,132.8999,129.13,131.28,61169782,130.770786
2022-09-15 04:00:00 UTC,130.152,132.3299,127.9,129.29,54625286,129.938067
2022-09-16 04:00:00 UTC,127.415,132.12,126.17,131.98,74594724,129.784026
2022-09-19 04:00:00 UTC,130.12,134.63,130.1,133.82,58679031,132.934715
2022-09-20 04:00:00 UTC,132.145,134.8276,130.57,131.76,53896002,132.640801
2022-09-21 04:00:00 UTC,132.13,140.31,131.1,132.61,83540733,134.826644
2022-09-22 04:00:00 UTC,130.7,131.4897,124.28,125.61,78073613,126.689958
2022-09-23 04:00:00 UTC,124.2,126.11,122.57,125.16,68605899,124.120228
2022-09-26 04:00:00 UTC,124.91,126.59,122.14,122.28,56842316,123.862987
2022-09-27 04:00:00 UTC,125.07,127.36,122.58,124.13,57318936,124.819957
2022-09-28 04:00:00 UTC,124.1,128.23,123.5386,127.36,56535228,126.367637
2022-09-29 04:00:00 UTC,124.48,125,119.4601,122.2,55874834,121.681412
2022-09-30 04:00:00 UTC,120.87,126.33,120.75,121.39,59852867,123.420463
2022-10-03 04:00:00 UTC,123.47,126.78,121.05,125.12,57557830,124.856845
2022-10-04 04:00:00 UTC,128.79,132.2,128.79,131.67,61054670,130.770848
2022-10-05 04:00:00 UTC,129.107,133.21,126.21,132.09,52039123,129.764314
2022-10-06 04:00:00 UTC,132.2,136.56,131.03,131.3,65897557,133.024753
2022-10-07 04:00:00 UTC,125.05,126.7,120.22,120.76,71127615,122.794457
2022-10-10 04:00:00 UTC,120.37,121.2432,114.0812,116.7,71924924,116.558311
2022-10-11 04:00:00 UTC,115.61,118.46,112.83,115.86,69842936,115.716172
2022-10-12 04:00:00 UTC,115.79,117.35,113.45,115,51574847,115.255827
2022-10-13 04:00:00 UTC,109.71,120.7799,108.13,119.6,87734064,116.358765
2022-10-14 04:00:00 UTC,120.57,121.11,112.04,112.27,74025743,114.278437
2022-10-17 04:00:00 UTC,115.18,119.48,115.17,118.88,60843017,118.225849
2022-10-18 04:00:00 UTC,123.44,124.92,116.18,119.67,67499399,119.553135
2022-10-19 04:00:00 UTC,118.79,123.5,118.34,120.51,54054013,120.552927
2022-10-20 04:00:00 UTC,121.13,127.69,121.05,121.94,67075332,124.076298
2022-10-21 04:00:00 UTC,120.982,124.98,118.87,124.66,63872025,122.824928
2022-10-24 04:00:00 UTC,125.08,127.1,120.64,125.99,53523824,124.511875
2022-10-25 04:00:00 UTC,126.935,133,126.64,132.61,52415889,131.349137
2022-10-26 04:00:00 UTC,128.69,133.88,127.08,128.96,55366741,130.529074
2022-10-27 04:00:00 UTC,136.3,138.38,131.22,131.76,61447869,133.654645
2022-10-28 04:00:00 UTC,131.04,138.5,130.61,138.34,55134108,136.035486
2022-10-31 04:00:00 UTC,137.78,138.38,132.97,134.97,51079903,135.171495
2022-11-01 04:00:00 UTC,138.11,139.25,135.19,135.43,44603607,136.852511
2022-11-02 04:00:00 UTC,138.5,142.1,132.1124,132.19,70271203,137.606244
2022-11-03 04:00:00 UTC,130.43,137.81,129.56,134.21,51960330,134.269799
2022-11-04 04:00:00 UTC,139.86,142.29,136.97,141.56,64355003,139.939105
2022-11-07 05:00:00 UTC,142.28,144.12,139.54,143.01,42798884,141.873963
2022-11-08 05:00:00 UTC,148.01,148.9101,142.16,146.02,61282498,146.115114
2022-11-09 05:00:00 UTC,141.615,142.11,137.5901,137.76,48228978,139.119795
2022-11-10 05:00:00 UTC,148,157.73,145.47,157.5,75430151,152.995164
2022-11-11 05:00:00 UTC,158.075,163.89,154.82,163.27,68050763,160.657589
2022-11-14 05:00:00 UTC,162.18,165.4,159.22,162.95,55672381,163.145858
2022-11-15 05:00:00 UTC,167.215,169.98,163.82,166.66,57373881,167.331427
2022-11-16 05:00:00 UTC,161.615,163.62,158.73,159.1,68719159,160.633689
2022-11-17 05:00:00 UTC,157.15,162.66,155.35,156.77,72881841,158.647509
2022-11-18 05:00:00 UTC,159.66,160.02,151.2001,154.09,51173495,154.169055
2022-11-21 05:00:00 UTC,151.47,154.77,150.8,153.17,42561852,152.989907
2022-11-22 05:00:00 UTC,153.28,160.5757,151.216,160.38,49188854,157.416648
2022-11-23 05:00:00 UTC,160.98,165.27,160.4801,165.19,44252670,163.576977
2022-11-25 05:00:00 UTC,163.18,164.87,161.72,162.7,17717427,163.452851
2022-11-28 05:00:00 UTC,160.26,163.57,157.25,158.27,32906411,160.059686
2022-11-29 05:00:00 UTC,158.27,159.32,155.2,156.39,31106825,157.038839
2022-11-30 05:00:00 UTC,156.97,169.3,155.97,169.23,62291293,163.489655
2022-12-01 05:00:00 UTC,169.99,172.65,166.35,171.35,50352370,170.655175
2022-12-02 05:00:00 UTC,166.59,169.3257,164.45,168.76,38892287,167.050258
2022-12-05 05:00:00 UTC,166.79,169.95,164.7201,166.1,37637286,167.038632
2022-12-06 05:00:00 UTC,165.3,165.73,158.19,159.87,37087160,160.66725
2022-12-07 05:00:00 UTC,157.72,161.86,156.67,161.2,38873541,160.098628
2022-12-08 05:00:00 UTC,162.73,171.79,159.59,171.69,54227158,167.83857
2022-12-09 05:00:00 UTC,171.6,175.83,169.75,170.01,48681575,172.859969
2022-12-12 05:00:00 UTC,170.37,175.38,167.97,175.35,47837997,172.229774
2022-12-13 05:00:00 UTC,185.31,187.9,177.11,180.72,68693255,181.847482
2022-12-14 05:00:00 UTC,179.87,182.52,174.2,176.74,52365926,178.689395
2022-12-15 05:00:00 UTC,171.46,173.2,167,169.52,51236181,169.300611
2022-12-16 05:00:00 UTC,168.642,170.41,164.1,165.71,56651657,166.373334
2022-12-19 05:00:00 UTC,165.72,166.09,161.45,162.54,37757766,162.855228
2022-12-20 05:00:00 UTC,160.64,163.1,158.52,160.85,42319450,161.130319
2022-12-21 05:00:00 UTC,161.14,166.27,161.02,165.01,34612883,164.694244
2022-12-22 05:00:00 UTC,160.935,161.38,148.82,153.39,59520686,153.059098
2022-12-23 05:00:00 UTC,151.96,153.39,148.83,152.06,36582597,151.318033
2022-12-27 05:00:00 UTC,150.74,151,140.56,141.21,48435470,143.946592
2022-12-28 05:00:00 UTC,139.27,142.62,138.84,140.36,36661959,140.612175
2022-12-29 05:00:00 UTC,144.02,146.83,142.27,146.03,37806380,145.424861
2022-12-30 05:00:00 UTC,143.34,146.2899,142.33,146.14,33304297,144.572667
2023-01-03 05:00:00 UTC,148.51,149.96,140.96,143.15,41810749,143.646131
2023-01-04 05:00:00 UTC,145.67,148.53,142.41,147.49,45047174,146.207992
2023-01-05 05:00:00 UTC,144.91,145.64,141.4795,142.65,41702951,143.069141
2023-01-06 05:00:00 UTC,144.74,150.1,140.34,148.59,43123117,146.173519
2023-01-09 05:00:00 UTC,152.84,160.56,151.41,156.28,52588232,157.8712
2023-01-10 05:00:00 UTC,155.07,159.6199,154.72,159.09,40374109,157.536478
2023-01-11 05:00:00 UTC,158.3951,160.28,155.63,160.01,37772219,158.336655
