symbol,date,open,high,low,close,volume,ema,atr,bb_middle,bb_upper,bb_lower,bb_width,volatility,obv,macd_12_26,macd_signal_12_26_9
GOOGL,2023-02-27 05:00:00 UTC,89.87,90.16,89.335,96.882,29236836.0,94.4019210176599,2.995752052554608,96.882,107.93656628680964,85.82743371319037,0.2282068142030435,3.333428343779468,-801190900.0,-1.4217500035324946,0.0
GOOGL,2023-02-28 05:00:00 UTC,89.33,91.23,89.32,96.538,34135416.0,93.98840473026372,2.918198334514994,96.538,108.00544517961008,85.07055482038992,0.23757370526860058,3.240282405635125,-767055484.0,-1.5712575902015544,0.0
GOOGL,2023-03-01 05:00:00 UTC,89.98,91.03,89.67,96.114,34280313.0,93.64284237500051,2.8068984534782087,96.114,107.8470740800702,84.38092591992981,0.2441491162592379,3.1063506567930594,-732775171.0,-1.646555470467021,0.0
GOOGL,2023-03-02 05:00:00 UTC,89.66,92.275,89.59,95.6925,35075975.0,93.48638119642904,2.798191421086908,95.6925,107.3783238454703,84.00667615452969,0.2442369850400044,3.0415124142249,-697699196.0,-1.555959160470266,0.0
GOOGL,2023-03-03 05:00:00 UTC,92.48,93.73,92.45,94.988,38493995.0,93.50196393962626,2.721892033866415,94.988,105.22473385411547,84.75126614588453,0.2155374121808117,2.906451717956663,-659205201.0,-1.3356234855671687,0.0
GOOGL,2023-03-06 05:00:00 UTC,94.015,95.97,94.0,94.50550000000001,35170260.0,93.6570149929952,2.6931854600188134,94.50550000000001,103.65037713940055,85.36062286059948,0.19353110960527237,2.831057983831403,-624034941.0,-1.0297123615198132,0.0
GOOGL,2023-03-07 05:00:00 UTC,94.98,95.67,93.53,94.0535,30430742.0,93.67634689842423,2.653672212874613,94.0535,102.30098325248336,85.80601674751664,0.17537855055863658,2.8272663678612964,-654465683.0,-0.8796143314369118,0.0
GOOGL,2023-03-08 05:00:00 UTC,94.12,95.955,94.0,93.384,38008908.0,93.73098052714573,2.6137670548121403,93.384,98.60703964735939,88.16096035264061,0.11186155331447327,2.7732276443630135,-616456775.0,-0.7208809536632685,0.0
GOOGL,2023-03-09 05:00:00 UTC,94.05,95.53,91.9,93.03150000000001,31957969.0,93.59660142932233,2.6863551223255584,93.03150000000001,97.44190528033825,88.62109471966177,0.09481531052037726,2.909830071843109,-648414744.0,-0.7422621425453002,0.0
GOOGL,2023-03-10 05:00:00 UTC,92.17,92.79,90.395,92.8125,40219287.0,93.31406795986307,2.6655440421594476,92.8125,97.24417961505787,88.38082038494213,0.0954974731864323,2.9411277084403045,-688634031.0,-0.8853697732358512,0.0
GOOGL,2023-03-13 04:00:00 UTC,90.09,92.57,89.42,92.6395,40408922.0,93.10415672559039,2.7001480391480577,92.6395,97.05240201687273,88.22659798312726,0.09527041956989697,2.963613257763207,-648225109.0,-0.9491108539964017,0.0
GOOGL,2023-03-14 04:00:00 UTC,92.56,94.36,92.44,92.6075,41590252.0,93.18661798981988,2.7394231792089108,92.6075,96.9692228609556,88.2457771390444,0.09419804791092719,2.9152103641682565,-606634857.0,-0.760086220928514,0.0
GOOGL,2023-03-15 04:00:00 UTC,93.22,96.93,92.64,92.679,57566055.0,93.46503532412275,2.850178666408275,92.679,97.22668836593685,88.13131163406315,0.09813848586922279,2.9655380984374933,-549068802.0,-0.43261579649151827,0.0
GOOGL,2023-03-16 04:00:00 UTC,96.2,101.19,95.5,92.848,71025070.0,94.11788910277772,3.0530230473791122,92.848,98.23598898135019,87.46001101864981,0.1160604209320651,3.0432845368611567,-478043732.0,0.1647199012467837,0.0
GOOGL,2023-03-17 04:00:00 UTC,100.26,102.835,100.1,93.1535,76164772.0,94.83237585489414,3.0303071154234615,93.1535,99.73720644290198,86.56979355709801,0.14135177836371118,2.9819987359018514,-401878960.0,0.7345445088622853,0.0
GOOGL,2023-03-20 04:00:00 UTC,100.12,101.75,99.87,93.497,36376708.0,95.44072101157089,2.9481423214646427,93.497,100.99670694164243,85.99729305835757,0.16042668623896872,2.9126084977915854,-438255668.0,1.140708580254909,0.0
GOOGL,2023-03-21 04:00:00 UTC,101.25,105.1,101.22,94.1535,46137322.0,96.34350948665937,3.0147035842171683,94.1535,103.16948411010566,85.13751588989433,0.19151670644438418,2.8733354786667635,-392118346.0,1.7410854614855538,0.0
GOOGL,2023-03-22 04:00:00 UTC,104.27,106.59,103.33,94.73949999999999,46139412.0,97.01269905935848,3.0322247567730853,94.73949999999999,104.55813207323033,84.92086792676966,0.20727641740204103,2.9333701816514317,-438257758.0,2.067978055481234,0.0
GOOGL,2023-03-23 04:00:00 UTC,105.06,106.3,104.46,95.475,45379561.0,97.83053724418147,3.02492298843215,95.475,106.23788847944856,84.71211152055143,0.22545982674938075,2.8645104057122635,-392878197.0,2.4784155230792067,0.0
