Timestamp,Open,High,Low,Close,Volume,VWAP
2022-08-22 04:00:00 UTC,135.72,136.32,132.85,133.22,54808696,133.767194
2022-08-23 04:00:00 UTC,133.41,134.99,132.95,133.62,38973753,133.909345
2022-08-24 04:00:00 UTC,132.75,135.47,132.1,133.8,43693496,133.938419
2022-08-25 04:00:00 UTC,135.26,137.42,134.28,137.28,40757732,136.336593
2022-08-26 04:00:00 UTC,136.55,137.83,130.5,130.75,59906391,132.656191
2022-08-29 04:00:00 UTC,129.9,131.9499,128.77,129.79,51489381,130.218899
2022-08-30 04:00:00 UTC,131.25,132.0745,126.85,128.73,52727678,128.533506
2022-08-31 04:00:00 UTC,129.45,130.59,126.74,126.77,61136374,127.8269
2022-09-01 04:00:00 UTC,126,128.02,123.66,127.82,60263278,125.951537
2022-09-02 04:00:00 UTC,129.5,131.38,126.39,127.51,61996515,128.672687
2022-09-06 04:00:00 UTC,127.92,128.62,124.74,126.11,47578585,126.276856
2022-09-07 04:00:00 UTC,126.12,129.82,125.4,129.48,54087920,128.299573
2022-09-08 04:00:00 UTC,127.72,130.28,127.1,129.82,47864792,128.938646
2022-09-09 04:00:00 UTC,130.91,133.69,130.76,133.27,52970080,132.48046
2022-09-12 04:00:00 UTC,134.095,136.49,134,136.45,58653743,135.717869
2022-09-13 04:00:00 UTC,131.01,131.4,126.27,126.82,80771240,128.430338
2022-09-14 04:00:00 UTC,127.364,128.84,126.33,128.55,49056687,127.820042
2022-09-15 04:00:00 UTC,127.38,130.37,125.495,126.28,56793180,127.366507
2022-09-16 04:00:00 UTC,122.78,123.87,120.7,123.53,147164688,122.930806
2022-09-19 04:00:00 UTC,122.16,124.71,121.8,124.66,51092226,123.812348
2022-09-20 04:00:00 UTC,123.35,124.3963,121.14,122.19,51210649,122.733541
2022-09-21 04:00:00 UTC,122.49,123.76,118.45,118.54,63328527,120.867262
2022-09-22 04:00:00 UTC,117.08,118.79,116.26,117.31,59332061,117.239794
2022-09-23 04:00:00 UTC,116,116.05,112.06,113.78,69424476,113.971516
2022-09-26 04:00:00 UTC,113.295,117.34,113.13,115.15,68105059,115.544257
2022-09-27 04:00:00 UTC,117.195,118.32,113.05,114.41,64622086,115.108266
2022-09-28 04:00:00 UTC,114.38,118.7,113.8,118.01,61038788,116.87014
2022-09-29 04:00:00 UTC,115.6,116.07,113.06,114.8,65856858,114.492652
2022-09-30 04:00:00 UTC,114.075,116.92,112.84,113,67821119,114.249858
2022-10-03 04:00:00 UTC,113.58,116.91,112.45,115.88,56923558,115.16978
2022-10-04 04:00:00 UTC,119.89,123,119.79,121.09,68276595,121.447238
2022-10-05 04:00:00 UTC,118.58,121.75,117.69,120.95,51112443,119.834283
2022-10-06 04:00:00 UTC,120.77,121.53,119.5,120.3,45429248,120.516158
2022-10-07 04:00:00 UTC,118,118.17,113.88,114.56,60376062,115.233392
2022-10-10 04:00:00 UTC,115.1,116.25,112.43,113.67,44888654,114.071522
2022-10-11 04:00:00 UTC,112.71,115.48,110.39,112.21,60172622,112.62809
2022-10-12 04:00:00 UTC,112.49,113.83,111.4,112.9,49527161,112.7539
2022-10-13 04:00:00 UTC,107.88,113.44,105.345,112.53,92331334,110.301915
2022-10-14 04:00:00 UTC,114.1,114.96,106.6,106.9,73359338,109.034557
2022-10-17 04:00:00 UTC,110.11,114.19,110.09,113.79,69624116,113.005589
2022-10-18 04:00:00 UTC,119.06,119.52,114.79,116.36,69409089,116.504929
2022-10-19 04:00:00 UTC,114.71,116.5932,113.22,115.07,51183824,114.839102
2022-10-20 04:00:00 UTC,113.83,118.24,113.51,115.25,52878251,116.12192
2022-10-21 04:00:00 UTC,114.792,119.59,114.5,119.32,62262888,117.343629
2022-10-24 04:00:00 UTC,119.98,120.39,116.57,119.82,53775428,119.15808
2022-10-25 04:00:00 UTC,119.65,121.3152,118.95,120.6,57110890,120.353769
2022-10-26 04:00:00 UTC,116,119.3457,114.76,115.66,74561404,116.332068
2022-10-27 04:00:00 UTC,113.92,114.12,109.77,110.96,135256081,111.73279
2022-10-28 04:00:00 UTC,97.905,103.96,97.66,103.41,234536123,100.990704
2022-10-31 04:00:00 UTC,103.56,104.87,100.74,102.44,106610144,102.290704
2022-11-01 04:00:00 UTC,103.99,104.58,96.06,96.79,158374934,98.180936
2022-11-02 04:00:00 UTC,97.315,97.74,92.01,92.12,141445688,94.748528
2022-11-03 04:00:00 UTC,92.47,93.5,89.02,89.3,142785166,90.341958
2022-11-04 04:00:00 UTC,91.49,92.44,88.04,90.98,136878144,90.140334
2022-11-07 05:00:00 UTC,91.95,92.1,89.04,90.53,81927291,90.208895
2022-11-08 05:00:00 UTC,90.79,91.72,88.23,89.98,95308408,90.259634
2022-11-09 05:00:00 UTC,89.47,89.48,85.87,86.14,99066243,86.981726
2022-11-10 05:00:00 UTC,92.935,98.69,91.65,96.63,186866104,95.883458
2022-11-11 05:00:00 UTC,97.88,101.19,96.66,100.79,117029426,99.85551
2022-11-14 05:00:00 UTC,98.77,100.1199,97.29,98.49,107168078,98.765899
2022-11-15 05:00:00 UTC,103.21,103.79,97.34,98.94,117466450,100.096228
2022-11-16 05:00:00 UTC,96.85,98.4879,95.54,97.12,93808743,97.032038
2022-11-17 05:00:00 UTC,95.37,96.97,94.03,94.85,89370626,95.31176
2022-11-18 05:00:00 UTC,95.95,95.99,92.48,94.14,79160793,94.002164
2022-11-21 05:00:00 UTC,93.97,95.02,90.59,92.46,90688828,92.104519
2022-11-22 05:00:00 UTC,92.62,93.35,90.87,93.2,67480131,92.635788
